"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"72793024233","2020-09-01T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","51","59","0.00",,"+0.01","6","75","30.19","SCT:04 50","29.70","10.00","55","350",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/01/20 00:53:02 METAR KSEA 010853Z 35004KT 10SM SCT050 15/11 A3017 RMK AO2 SLP223 T01500106 56002 (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","51","59","0.00",,,,"75","30.18","SCT:04 50","29.70","10.00","55","010",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 01:53:02 METAR KSEA 010953Z 01005KT 10SM SCT050 15/11 A3017 RMK AO2 SLP220 T01500106 (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","52","59","0.00",,,,"78","30.18","FEW:02 45","29.70","10.00","55","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 02:53:02 METAR KSEA 011053Z 00000KT 10SM FEW045 15/11 A3017 RMK AO2 SLP220 T01500111 (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","51","57","0.00",,"+0.01","6","81","30.18","CLR:00","29.69","10.00","54","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11309/01/20 03:53:02 METAR KSEA 011153Z 00000KT 10SM CLR 14/11 A3016 RMK AO2 SLP219 T01390106 10178 20139 56003 (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T04:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51","57",,,"+0.01","6","81","30.18",,"29.68","9.94","54","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32966 00000 10139 20106 30050 40219 56003 91153 333 10217 20139 555 90112=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","52","57","0.00",,,,"83","30.18","BKN:07 49","29.70","10.00","54","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 04:53:02 METAR KSEA 011253Z 00000KT 10SM BKN049 14/11 A3017 RMK AO2 SLP220 T01390111 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","53","57","0.00",,,,"87","30.18","BKN:07 49","29.70","10.00","55","310",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 05:53:02 METAR KSEA 011353Z 31003KT 10SM BKN049 14/12 A3017 RMK AO2 SLP221 T01390117 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","54","59","0.00",,"-0.02","3","83","30.20","SCT:04 50","29.71","10.00","56","300",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10409/01/20 06:53:02 METAR KSEA 011453Z 30004KT 10SM SCT050 15/12 A3018 RMK AO2 SLP226 T01500122 53007 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","63","0.00",,,,"75","30.19","FEW:02 50","29.71","10.00","58","290",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 07:53:02 METAR KSEA 011553Z 29004KT 10SM FEW050 17/13 A3018 RMK AO2 SLP225 T01720128 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","56","68","0.00",,,,"65","30.19","CLR:00","29.71","10.00","61","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/01/20 08:53:02 METAR KSEA 011653Z VRB03KT 10SM CLR 20/13 A3018 RMK AO2 SLP225 T02000133 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","54","72","0.00",,"-0.01","3","53","30.20","FEW:02 50","29.72","10.00","61","020",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/01/20 09:53:02 METAR KSEA 011753Z 02008KT 10SM FEW050 22/12 A3019 RMK AO2 SLP227 T02220122 10222 20133 53002 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T10:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54","72",,,"-0.01","3","53","30.20","57","29.71","9.94","61","020",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32766 20208 10222 20122 30060 40227 53002 91753 333 10222 20133 555 90118=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","73","0.00",,,,"53","30.19","FEW:02 250","29.71","10.00","62","290",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 10:53:02 METAR KSEA 011853Z 29007KT 10SM FEW250 23/13 A3018 RMK AO2 SLP224 T02280128 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","55","76","0.00",,,,"48","30.18","FEW:02 40 FEW:02 250","29.70","10.00","63","VRB","20","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10809/01/20 11:53:02 METAR KSEA 011953Z VRB03G17KT 10SM FEW040 FEW250 24/13 A3017 RMK AO2 SLP221 T02440128 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","53","76","0.00",,"+0.02","6","45","30.18","FEW:02 45 FEW:02 250","29.70","10.00","62","290",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/01/20 12:53:02 METAR KSEA 012053Z 29013KT 10SM FEW045 FEW250 24/12 A3017 RMK AO2 SLP220 T02440117 56007 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","54","77","0.00",,,,"45","30.16","FEW:02 250","29.68","10.00","63","290",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 13:53:02 METAR KSEA 012153Z 29009KT 10SM FEW250 25/12 A3015 RMK AO2 SLP215 T02500122 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","54","79","0.00",,,,"42","30.15","SCT:04 250","29.67","10.00","64","280",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/01/20 14:53:02 METAR KSEA 012253Z 28006KT 10SM SCT250 26/12 A3014 RMK AO2 SLP210 T02610122 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","55","80","0.00",,"+0.04","7","42","30.14","SCT:04 250","29.66","10.00","65","280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/01/20 15:53:02 METAR KSEA 012353Z 28008KT 10SM SCT250 27/13 A3013 RMK AO2 SLP206 T02670128 10267 20222 57014 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T16:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","80",,,"+0.04","7","42","30.14",,"29.65","9.94","65","280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32966 42808 10267 20128 30039 40206 57014 92353 333 10267 20139 555 90200=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","56","81","0.00",,,,"42","30.12","SCT:04 250","29.64","10.00","66","340",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09309/01/20 16:53:01 METAR KSEA 020053Z 34006KT 10SM SCT250 27/13 A3011 RMK AO2 SLP200 T02720133","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","56","79","0.00",,,,"45","30.11","SCT:04 250","29.63","10.00","65","360",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09309/01/20 17:53:01 METAR KSEA 020153Z 36005KT 10SM SCT250 26/13 A3010 RMK AO2 SLP196 T02610133","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","56","75","0.00",,"+0.04","6","52","30.10","SCT:04 250","29.62","10.00","64","350",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09909/01/20 18:53:01 METAR KSEA 020253Z 35005KT 10SM SCT250 24/13 A3009 RMK AO2 SLP194 T02390133 56012","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","57","72","0.00",,,,"59","30.11","SCT:04 250","29.63","10.00","63","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09309/01/20 19:53:02 METAR KSEA 020353Z 00000KT 10SM SCT250 22/14 A3010 RMK AO2 SLP196 T02220139","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","57","73","0.00",,,,"57","30.11","FEW:02 250","29.63","10.00","63","010",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09309/01/20 20:53:02 METAR KSEA 020453Z 01007KT 10SM FEW250 23/14 A3010 RMK AO2 SLP195 T02280139","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","56","68","0.00",,"-0.01","0","65","30.11","FEW:02 250","29.63","10.00","61","360",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/01/20 21:53:02 METAR KSEA 020553Z 36006KT 10SM FEW250 20/13 A3010 RMK AO2 SLP196 T02000133 10272 20194 50002","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T22:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56","68",,,"0.01","9","65","30.11",,"29.62","9.94","61","360",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32966 23606 10200 20133 30029 40196 50002 90553 333 10272 20139 555 90206=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","57","66","0.00",,,,"73","30.11","SCT:04 250","29.62","10.00","61","340",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09309/01/20 22:53:02 METAR KSEA 020653Z 34005KT 10SM SCT250 19/14 A3009 RMK AO2 SLP195 T01890139","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","57","67","0.00",,,,"71","30.10","FEW:02 250","29.62","10.00","61","010",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10309/01/20 23:53:02 METAR KSEA 020753Z 01006KT 10SM FEW250 19/14 A3009 RMK AO2 SLP192 T01940139 402720133","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,"54","69","62","30.16","29.67","60","5.6","4","4.6","0","81","56","290","20","0.00","0","0.0","290","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8124 HR MIN TEMP (F): 56AVERAGE STATION PRESSURE:29.670 MINIMUM SEA LEVEL PRESSURE:30.10 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG): 10 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):290 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.6 24 HR AVG TEMP (F): 69DEPART FROM NORMAL:  5  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  4 LATEST DAY MAX TEMP (0700-1900 LST):81  LATEST NIGHT MIN TEMP(1900-0800 LST):56 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0529","1848","2007-05-17"
"72793024233","2020-09-02T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","56","64","0.00",,"+0.01","8","75","30.09","CLR:00","29.61","10.00","59","280",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10109/02/20 00:53:02 METAR KSEA 020853Z 28003KT 10SM CLR 18/13 A3008 RMK AO2 SLP190 T01780133 58005 (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","56","62","0.00",,,,"80","30.08","CLR:00","29.59","10.00","59","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09509/02/20 01:53:02 METAR KSEA 020953Z 00000KT 10SM CLR 17/13 A3006 RMK AO2 SLP185 T01670133 (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","54","59","0.00",,,,"83","30.07","FEW:02 250","29.59","10.00","56","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/20 02:53:02 METAR KSEA 021053Z 00000KT 10SM FEW250 15/12 A3006 RMK AO2 SLP184 T01500122 (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","55","60","0.00",,"+0.01","5","84","30.08","SCT:04 250","29.59","10.00","57","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/02/20 03:53:02 METAR KSEA 021153Z 00000KT 10SM SCT250 16/13 A3006 RMK AO2 SLP185 T01560128 10200 20144 55005 (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T04:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55","60",,,"+0.01","5","84","30.08",,"29.58","9.94","57","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32966 40000 10156 20128 30016 40185 55005 91153 333 10272 20144 555 90212=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","54","57","0.00",,,,"90","30.09","FEW:02 250","29.60","10.00","55","330",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/20 04:53:02 METAR KSEA 021253Z 33003KT 10SM FEW250 14/12 A3007 RMK AO2 SLP188 T01390122 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T05:42:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","54","58",,,,,"87",,"FEW:02 1 FEW:02 250","29.61","10.00","56","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10809/02/20 05:42:02 SPECI KSEA 021342Z 00000KT 10SM FEW001 FEW250 14/12 A3008 RMK AO2 FG BANK W T01440122 (JC)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","54","57","0.00",,,,"90","30.10","FEW:02 1 FEW:02 250","29.62","10.00","55","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11509/02/20 05:53:02 METAR KSEA 021353Z 00000KT 10SM FEW001 FEW250 14/12 A3009 RMK AO2 SLP193 FG BANK W T01390122 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","57","62","0.00",,"-0.03","1","84","30.11","FEW:02 60 FEW:02 250","29.62","10.00","59","170",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/02/20 06:53:02 METAR KSEA 021453Z 17003KT 10SM FEW060 FEW250 17/14 A3009 RMK AO2 SLP195 T01670139 51009 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","57","65","0.00",,,,"76","30.11","FEW:02 60","29.63","10.00","60","170",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/20 07:53:02 METAR KSEA 021553Z 17004KT 10SM FEW060 18/14 A3010 RMK AO2 SLP196 T01830139 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","57","68","0.00",,,,"68","30.11","FEW:02 60","29.63","10.00","62","170",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/20 08:53:02 METAR KSEA 021653Z 17006KT 10SM FEW060 20/14 A3010 RMK AO2 SLP195 T02000139 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","57","70","0.00",,"-0.01","3","64","30.12","FEW:02 60","29.64","10.00","62","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11609/02/20 09:53:02 METAR KSEA 021753Z 00000KT 10SM FEW060 21/14 A3011 RMK AO2 SLP200 T02110139 10217 20139 53005 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T10:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","70",,,"-0.01","3","64","30.12","57","29.63","9.94","62","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32766 20000 10211 20139 30033 40200 53005 91753 333 10217 20139 555 90218=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","58","75","0.00",,,,"55","30.11","FEW:02 50","29.64","10.00","65","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/20 10:53:02 METAR KSEA 021853Z VRB04KT 10SM FEW050 24/14 A3011 RMK AO2 SLP198 T02390144 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","59","77","0.00",,,,"54","30.11","FEW:02 50","29.64","10.00","66","290",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09809/02/20 11:53:02 METAR KSEA 021953Z 29005KT 10SM FEW050 25/15 A3011 RMK AO2 SLP198 T02500150 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2020-09-02T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","59","76","0.00",,"+0.01","6","56","30.12","FEW:02 50 FEW:02 250","29.63","10.00","66","300",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11109/02/20 12:53:02 METAR KSEA 022053Z 30009KT 10SM FEW050 FEW250 24/15 A3010 RMK AO2 SLP199 T02440150 56002 (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
